,Primary Breadth Indicators,,,,,,Secondary Breadth Indicators,,,,,,,,
7/20/2022,585,71,3.04,2.06,1222,1236,235,43,44,10,2232,1439,7021,51.11,"3,959.90"
7/19/2022,711,37,2.21,1.66,1055,1381,223,43,49,8,1919,1651,7021,45.76,"3,936.69"
7/18/2022,234,158,1.17,1.41,869,1634,215,61,42,9,1357,2117,7021,32.56,"3,830.85"
7/15/2022,368,92,0.74,1.41,879,1658,178,117,44,10,1329,2089,7021,31.35,"3,863.16"
7/14/2022,95,297,0.61,1.14,828,1794,190,133,51,9,1139,2329,7023,26.00,"3,790.38"
7/13/2022,180,136,1.37,1.10,871,1732,214,115,65,7,1262,2166,7021,27.97,"3,801.78"
7/12/2022,185,222,1.26,0.95,869,1761,143,207,38,10,1266,2121,7021,28.34,"3,818.80"
7/11/2022,67,461,1.62,0.99,882,1776,97,258,20,10,1312,2107,7020,30.59,"3,854.43"
7/8/2022,200,78,2.46,1.51,1013,1666,101,269,23,9,1625,1852,7021,33.00,"3,899.38"
7/7/2022,659,42,1.74,1.61,983,1743,109,297,21,15,1611,1861,7024,33.51,"3,902.62"
7/6/2022,152,199,0.92,1.31,818,1948,99,386,24,20,1285,2197,7028,28.57,"3,845.08"
7/5/2022,677,306,0.76,1.39,836,1914,91,351,21,33,1346,2100,7024,29.21,"3,831.39"
7/1/2022,206,145,0.49,1.44,716,2001,74,378,18,33,1182,2243,7026,27.79,"3,825.33"
6/30/2022,139,361,1.03,0.93,667,2113,77,301,17,24,1076,2393,7023,22.14,"3,785.38"
6/29/2022,124,394,1.50,1.15,702,2064,72,275,17,26,1199,2283,7025,22.98,"3,818.83"
6/28/2022,87,409,1.75,1.22,769,1957,59,234,20,23,1364,2117,7025,25.75,"3,821.55"
6/27/2022,112,51,2.50,0.81,902,1840,99,140,23,20,1643,1852,7027,28.74,"3,900.11"
6/24/2022,1098,299,2.58,0.69,916,1875,137,128,27,19,1702,1941,7026,27.18,"3,911.74"
6/23/2022,623,209,0.87,0.49,841,2073,147,123,27,18,1405,2344,7028,18.94,"3,795.73"
6/22/2022,205,247,0.92,0.43,670,2138,63,170,13,23,1162,2767,7026,14.60,"3,759.89"
6/21/2022,226,98,0.90,0.49,629,2099,65,142,16,14,1138,2770,7023,15.32,"3,764.79"
6/17/2022,751,272,0.42,0.47,559,2234,53,178,11,16,965,3079,7023,10.30,"3,674.84"
6/16/2022,79,1352,0.21,0.40,484,2319,40,203,9,17,804,3257,7027,10.50,"3,666.77"
6/15/2022,629,93,0.28,0.63,630,1941,48,186,13,18,1061,2590,7022,15.51,"3,789.99"
6/14/2022,112,183,0.17,0.50,573,2078,57,162,13,15,891,2862,7020,13.23,"3,735.48"
6/13/2022,48,1996,0.26,0.50,556,2041,50,182,13,22,919,2783,7020,14.23,"3,749.63"
6/10/2022,89,863,0.59,1.04,815,1690,194,75,31,10,1389,2040,7022,26.27,"3,900.86"
6/9/2022,137,547,1.02,1.67,995,1542,325,52,50,8,1773,1709,7022,36.09,"4,017.82"
6/8/2022,234,152,2.15,2.31,1188,1396,307,62,54,11,2109,1546,7023,45.26,"4,115.77"
6/7/2022,466,119,1.87,1.62,1208,1376,334,74,64,10,2249,1619,7023,50.82,"4,160.68"
6/6/2022,256,333,1.25,1.53,1067,1460,136,131,17,17,2041,1788,7022,46.82,"4,121.43"
6/3/2022,256,176,2.11,1.53,1053,1445,112,153,17,11,2035,1776,7021,43.64,"4,108.54"
6/2/2022,606,64,2.80,1.64,1139,1421,71,225,11,14,2246,1716,7020,47.86,"4,176.82"
6/1/2022,116,215,2.48,0.99,882,1590,85,254,9,22,1763,1977,7022,38.23,"4,101.23"
5/31/2022,200,358,1.44,1.29,949,1568,100,240,13,22,1947,1927,7021,39.59,"4,132.15"
5/27/2022,638,48,1.83,1.40,1049,1519,133,176,20,19,2121,1841,7022,42.98,"4,158.24"
5/26/2022,563,72,1.14,1.41,815,1658,74,284,10,23,1619,2143,7021,33.09,"4,057.84"
5/25/2022,391,75,0.97,1.29,703,1796,75,311,11,22,1225,2403,7023,25.27,"3,978.73"
5/24/2022,77,745,0.45,0.95,614,1927,65,392,7,29,1013,2625,7023,18.60,"3,941.48"
5/23/2022,267,118,1.16,1.10,744,1799,61,386,11,30,1282,2522,7023,18.97,"3,973.75"
5/20/2022,143,251,1.10,0.68,686,1888,41,348,8,21,1171,2794,7024,15.50,"3,901.36"
5/19/2022,388,118,1.67,0.62,696,1933,30,407,8,22,1212,2800,7025,15.58,"3,900.79"
5/18/2022,74,880,1.58,0.49,624,1973,25,570,7,38,1075,2813,7028,15.82,"3,923.68"
5/17/2022,807,82,1.75,0.67,801,1742,35,461,7,28,1544,2522,7027,23.61,"4,088.85"
5/16/2022,216,152,1.05,0.56,586,1957,31,494,5,34,1019,2904,7024,16.87,"4,008.01"
5/13/2022,692,70,0.49,0.61,580,1945,32,523,4,33,1061,2942,7023,15.51,"4,023.89"
5/12/2022,469,246,0.26,0.46,352,2196,22,774,2,64,441,3224,7023,11.63,"3,930.08"
5/11/2022,87,745,0.13,0.46,318,2257,26,773,2,75,297,3307,7020,12.35,"3,935.18"
5/10/2022,259,422,0.30,0.52,374,2134,32,591,0,39,383,3198,7019,14.83,"4,001.05"
5/9/2022,57,1733,0.33,0.45,393,2118,29,642,1,51,344,3150,7019,19.38,"3,991.24"
5/6/2022,102,601,0.83,0.68,559,1772,39,454,7,36,558,2706,7018,27.42,"4,123.34"
5/5/2022,74,908,0.87,0.70,604,1624,48,371,4,27,593,2580,7015,29.47,"4,146.87"
5/4/2022,639,119,1.79,0.70,787,1363,56,254,3,24,999,2076,7013,40.42,"4,300.17"
5/3/2022,279,144,1.27,0.55,677,1504,29,390,4,27,729,2398,7013,30.15,"4,175.48"
5/2/2022,501,149,0.68,0.61,642,1532,26,321,4,19,706,2554,7014,27.80,"4,155.38"
4/29/2022,85,498,0.53,0.46,610,1630,26,371,4,28,683,2625,7017,27.03,"4,131.93"
4/28/2022,431,168,0.53,0.50,718,1488,32,321,6,26,863,2295,7014,37.11,"4,287.50"
4/27/2022,148,177,0.24,0.50,641,1624,32,445,6,32,696,2592,7012,30.31,"4,183.96"
4/26/2022,53,794,0.23,0.50,645,1602,28,328,8,23,682,2577,7013,29.79,"4,175.20"
4/25/2022,283,243,0.55,0.59,806,1353,40,197,10,20,976,2155,7014,37.89,"4,296.12"
4/22/2022,53,429,0.40,0.54,781,1434,38,301,7,24,994,2164,7013,38.95,"4,271.78"
4/21/2022,57,871,0.47,0.61,925,1333,52,233,11,22,1301,1932,7008,50.44,"4,393.66"
4/20/2022,154,247,1.08,0.71,1124,1202,74,189,13,18,1646,1686,7005,56.83,"4,459.45"
4/19/2022,472,71,1.14,0.61,1133,1244,91,134,13,18,1614,1705,7003,54.24,"4,462.21"
4/18/2022,121,499,0.64,0.59,1016,1407,92,200,17,23,1415,1950,7002,47.32,"4,391.69"
4/14/2022,123,304,0.80,0.74,1115,1384,96,135,14,17,1597,1894,6997,49.12,"4,392.59"
4/13/2022,394,53,0.89,0.74,1179,1318,145,86,25,14,1708,1755,6992,51.32,"4,446.59"
4/12/2022,154,186,0.41,0.59,1058,1437,175,67,28,13,1538,2011,6989,45.46,"4,397.45"
4/11/2022,98,340,0.28,0.87,1053,1423,210,60,30,8,1632,1992,7000,45.84,"4,412.53"
4/8/2022,114,218,0.54,0.95,1123,1376,154,67,23,9,1812,1896,6996,47.50,"4,488.28"
4/7/2022,132,202,0.70,0.95,1204,1327,121,78,12,11,1891,1774,7000,47.60,"4,500.21"
4/6/2022,87,498,0.64,1.06,1216,1382,122,82,20,13,1948,1692,7004,47.72,"4,481.15"
4/5/2022,80,538,0.80,1.23,1365,1329,238,57,38,10,2150,1501,7007,52.83,"4,525.12"
4/4/2022,415,80,2.10,1.78,1569,1188,360,43,57,12,2444,1268,7005,59.84,"4,582.64"
4/1/2022,316,161,1.59,1.66,1484,1264,229,58,29,8,2365,1371,7008,58.05,"4,545.86"
3/31/2022,114,298,1.28,1.84,1389,1293,155,64,20,8,2220,1411,7003,56.08,"4,530.41"
3/30/2022,116,227,1.80,2.48,1489,1222,151,76,15,8,2440,1288,7001,58.92,"4,602.45"
3/29/2022,816,80,1.86,3.60,1608,1144,194,60,26,7,2653,1161,7002,65.47,"4,631.60"
3/28/2022,187,206,1.47,3.15,1372,1290,157,93,19,9,2291,1444,7001,56.03,"4,575.52"
3/25/2022,194,300,1.74,1.90,1378,1294,209,94,24,8,2328,1401,7000,56.47,"4,543.06"
3/24/2022,311,91,2.83,1.65,1467,1241,244,80,39,5,2394,1294,7005,55.07,"4,520.16"
3/23/2022,184,235,3.54,1.54,1371,1307,296,73,53,5,2258,1386,7003,50.90,"4,456.24"
3/22/2022,424,52,7.54,1.85,1492,1203,260,71,44,9,2513,1232,7001,57.64,"4,511.61"
3/21/2022,195,72,6.38,1.76,1291,1297,196,96,34,13,2275,1416,7000,54.10,"4,461.18"
3/18/2022,663,178,1.99,1.33,1350,1234,174,101,22,13,2493,1320,6997,56.71,"4,463.12"
3/17/2022,572,38,1.24,1.04,1169,1296,120,168,16,16,2274,1443,7000,51.37,"4,411.67"
3/16/2022,1194,64,0.96,0.83,912,1425,86,248,16,20,1844,1709,6995,45.27,"4,357.86"
3/15/2022,317,109,0.68,0.63,707,1645,103,296,11,27,1209,2129,6994,35.86,"4,262.45"
3/14/2022,113,1050,0.72,0.55,647,1766,77,379,13,36,1046,2308,6992,32.10,"4,173.11"
3/11/2022,97,581,0.84,0.75,768,1646,128,351,19,33,1258,2001,6988,35.89,"4,204.31"
3/10/2022,182,180,0.85,0.93,897,1509,148,289,19,34,1495,1736,6986,37.06,"4,259.52"
3/9/2022,630,50,0.72,1.20,885,1460,163,180,28,24,1537,1700,6986,36.87,"4,277.88"
3/8/2022,435,171,0.59,0.93,777,1670,157,254,30,27,1187,2102,6987,30.95,"4,170.70"
3/7/2022,287,966,0.43,0.77,717,1739,154,277,27,28,1095,2234,6986,31.20,"4,201.09"
3/4/2022,167,636,0.67,0.83,754,1559,163,172,25,23,1237,2013,6994,37.13,"4,328.87"
3/3/2022,133,466,1.04,0.79,812,1448,126,164,23,23,1397,1773,6993,38.25,"4,363.49"
3/2/2022,352,102,2.30,0.88,903,1373,130,173,16,25,1593,1657,6993,37.78,"4,386.54"
3/1/2022,201,505,1.53,1.01,816,1475,128,150,20,25,1386,1985,6995,30.79,"4,306.26"
2/28/2022,403,174,1.43,1.10,844,1414,218,82,33,19,1524,1738,6997,34.84,"4,373.94"
2/25/2022,287,73,1.02,0.95,734,1452,240,77,28,17,1411,1810,6996,34.19,"4,384.65"
2/24/2022,1054,144,0.64,0.84,607,1568,135,102,18,20,1106,2133,6996,24.45,"4,288.70"
2/23/2022,117,448,0.26,0.78,474,1764,76,150,16,19,809,2434,6993,21.39,"4,225.50"
2/22/2022,107,539,0.64,0.93,518,1686,82,130,18,16,930,2328,6987,25.52,"4,304.76"
2/18/2022,93,426,0.79,1.17,610,1650,117,98,14,16,1142,2233,6985,31.34,"4,348.87"
2/17/2022,86,704,0.88,1.48,720,1624,90,117,14,19,1323,2153,6986,33.40,"4,380.26"
2/16/2022,177,156,1.26,1.66,882,1490,103,94,15,13,1687,1912,6986,39.26,"4,475.01"
2/15/2022,730,48,2.04,1.47,853,1515,93,93,14,15,1647,1937,6984,37.77,"4,471.07"
2/14/2022,92,149,1.48,1.33,604,1704,51,205,5,20,1203,2279,6985,30.36,"4,401.67"
2/11/2022,163,360,1.74,1.90,673,1689,59,185,9,18,1331,2220,6984,31.58,"4,416.86"
2/10/2022,141,321,2.68,2.39,747,1638,47,185,5,14,1568,2066,6980,34.10,"4,503.27"
2/9/2022,780,56,2.16,2.03,835,1596,47,162,7,15,1794,1895,6972,38.68,"4,586.85"
2/8/2022,330,134,0.99,1.43,597,1714,42,198,10,21,1393,2158,6969,32.65,"4,520.85"
2/7/2022,266,96,1.18,1.33,500,1814,38,239,11,15,1245,2323,6968,28.02,"4,484.12"
2/4/2022,358,92,2.06,1.32,440,1872,30,282,5,18,1088,2390,6962,25.58,"4,499.81"
2/3/2022,63,453,2.17,0.89,378,1927,31,376,7,28,841,2447,6954,25.15,"4,479.10"
2/2/2022,89,341,1.93,0.92,443,1847,27,438,6,33,1197,2201,6952,29.99,"4,587.73"
2/1/2022,425,38,1.87,0.95,548,1776,32,418,4,30,1665,2073,6956,31.26,"4,544.95"
1/31/2022,1018,23,1.46,0.67,382,1828,33,423,4,31,1214,2259,6955,25.81,"4,515.44"
1/28/2022,421,76,0.84,0.43,297,2034,27,687,4,52,533,2671,6947,20.87,"4,431.80"
1/27/2022,76,576,0.37,0.32,275,2142,25,724,5,55,436,2876,6943,17.95,"4,325.48"
1/26/2022,104,380,0.41,0.36,309,2052,27,617,3,41,532,2702,6939,20.31,"4,347.26"
1/25/2022,103,122,0.45,0.45,333,1990,23,624,4,41,570,2564,6935,23.06,"4,358.03"
1/24/2022,508,293,0.32,0.44,295,1949,24,570,4,47,539,2460,6935,23.45,"4,411.87"
1/21/2022,44,911,0.21,0.34,277,2027,23,579,4,39,501,2592,6924,22.44,"4,397.94"
1/20/2022,86,351,0.26,0.46,356,1900,40,442,9,34,678,2348,6915,26.88,"4,482.73"
1/19/2022,143,297,0.31,0.38,424,1827,90,315,9,22,885,2185,6907,33.09,"4,532.76"
1/18/2022,79,813,0.46,0.38,471,1793,83,330,7,21,1035,2113,6904,37.50,"4,577.11"
1/14/2022,179,197,0.68,0.62,574,1667,105,168,4,12,1297,1879,6904,43.83,"4,662.85"
1/13/2022,77,491,0.60,0.61,544,1673,74,231,3,14,1273,1888,6896,46.37,"4,659.03"
1/12/2022,147,246,0.86,0.81,584,1582,87,131,7,11,1300,1828,6891,46.35,"4,726.35"
1/11/2022,334,46,0.46,0.79,592,1549,69,141,4,14,1319,1796,6885,45.89,"4,713.07"
1/10/2022,143,308,0.32,0.61,487,1636,44,205,5,21,1144,1982,6879,41.11,"4,670.29"
1/7/2022,102,239,0.58,0.63,510,1606,44,218,4,18,1223,1968,6870,44.81,"4,677.03"
1/6/2022,163,198,0.62,0.73,560,1579,38,287,6,20,1242,1914,6864,46.86,"4,696.05"
1/5/2022,43,919,0.78,0.76,555,1569,44,221,19,16,1145,1933,6859,45.19,"4,700.58"
1/4/2022,213,419,1.37,1.15,735,1367,97,90,14,10,1592,1715,6857,54.03,"4,793.54"
1/3/2022,559,102,1.30,1.35,759,1314,126,77,20,10,1596,1718,6859,49.28,"4,796.56"
12/31/2021,109,129,0.73,1.00,659,1442,92,145,19,13,1214,1940,6856,42.73,"4,766.18"
12/30/2021,346,53,0.94,1.02,669,1426,115,125,18,13,1199,1960,6853,40.42,"4,778.73"
12/29/2021,82,252,0.74,0.74,659,1476,84,233,16,20,1115,2002,6844,40.75,"4,793.06"
12/28/2021,57,352,0.87,0.87,659,1471,73,235,13,20,1116,2053,6845,40.34,"4,786.35"
12/27/2021,193,287,1.47,1.47,714,1424,80,199,16,17,1267,2025,6847,39.92,"4,791.19"
12/23/2021,258,52,3.24,3.24,677,1397,51,214,15,15,1247,2109,6839,34.14,"4,725.79"
12/22/2021,160,77,2.08,2.08,607,1455,59,222,12,17,1026,2258,6832,30.02,"4,696.56"
