,Primary Breadth Indicators,,,,,,Secondary Breadth Indicators,,,,,,,,
7/22/2020,219,74,3.58,2.06,2277,705,141,58,37,8,1881,1604,4976,60.00,"3,276.02"
7/21/2020,574,88,5.92,2.10,2296,680,139,54,39,5,1884,1581,4976,58.26,"3,257.30"
7/20/2020,318,133,5.21,1.61,2181,806,160,61,39,8,1664,1743,4977,50.28,"3,251.84"
7/17/2020,314,93,2.23,1.58,2278,759,142,62,38,4,1729,1705,4977,56.10,"3,224.73"
7/16/2020,192,64,2.30,1.51,2280,759,120,62,34,3,1735,1746,4977,56.10,"3,215.57"
7/15/2020,995,26,1.49,1.40,2309,738,131,75,37,3,1842,1700,4975,58.84,"3,226.56"
7/14/2020,228,77,0.88,1.04,2077,934,125,96,36,3,1307,2101,4971,46.23,"3,197.52"
7/13/2020,115,567,0.68,1.03,1986,964,143,79,36,6,1179,2233,4971,39.75,"3,155.22"
7/10/2020,335,77,1.08,0.85,2115,881,207,30,51,4,1528,2095,4971,43.79,"3,185.04"
7/9/2020,126,458,0.93,0.83,2082,1012,134,198,36,5,1437,2314,4964,34.92,"3,152.05"
7/8/2020,299,80,1.28,0.70,2318,856,139,251,37,11,1632,2069,4964,45.77,"3,169.94"
7/7/2020,157,337,1.29,0.68,2616,865,116,370,35,22,1741,2112,4964,45.87,"3,145.32"
7/6/2020,247,124,1.92,0.74,2806,730,140,146,31,4,2055,1820,4968,60.16,"3,179.72"
7/2/2020,184,93,0.70,0.70,2785,785,139,82,33,1,2345,1915,4968,56.19,"3,103.01"
7/1/2020,198,215,0.77,0.71,2778,782,132,58,25,4,2466,1922,4965,53.94,"3,115.86"
6/30/2020,340,107,0.48,0.70,2850,719,132,48,32,3,2649,1766,4967,60.23,"3,100.29"
6/29/2020,180,59,0.44,0.76,2787,745,138,41,28,1,2523,1980,4967,54.75,"3,053.24"
6/26/2020,175,1073,0.43,0.86,2625,892,141,51,33,2,2227,2334,4966,40.14,"3,009.05"
6/25/2020,280,74,0.71,1.35,2854,719,186,35,50,3,2539,1977,4954,52.29,"3,083.76"
6/24/2020,89,924,0.65,0.63,2848,763,136,45,35,3,2424,2142,4954,47.86,"3,050.33"
6/23/2020,255,111,1.26,0.72,3325,564,208,25,50,4,2877,1622,4954,67.02,"3,131.29"
6/22/2020,179,83,1.62,0.69,3369,589,273,19,54,4,2880,1639,4954,67.89,"3,117.86"
6/19/2020,287,344,2.02,0.84,3384,581,267,23,53,4,2854,1685,4952,68.69,"3,097.74"
6/18/2020,222,124,3.24,1.17,3477,534,292,26,58,3,2926,1561,4946,75.11,"3,115.34"
6/17/2020,193,243,0.61,1.25,3480,522,392,22,65,3,2934,1516,4947,76.99,"3,113.49"
6/16/2020,492,52,0.55,1.51,3577,403,435,20,67,3,3099,1204,4946,82.81,"3,124.74"
6/15/2020,494,74,0.42,1.46,3502,489,686,19,105,3,2944,1529,4947,76.75,"3,066.59"
6/12/2020,297,31,0.50,1.41,3439,552,643,27,101,5,2751,1873,4944,74.07,"3,041.31"
6/11/2020,41,2081,0.81,1.28,3344,743,522,29,68,5,2582,2346,4937,69.17,"3,002.10"
6/10/2020,211,572,2.77,2.55,3680,431,803,26,128,5,3369,807,4936,89.31,"3,190.14"
6/9/2020,211,207,6.15,3.74,3756,323,820,30,156,5,3468,473,4936,90.80,"3,207.18"
6/8/2020,712,55,7.88,4.62,3795,350,853,25,179,5,3526,397,4933,92.39,"3,232.39"
6/5/2020,1252,74,6.95,4.17,3705,529,959,28,193,5,3422,491,4932,90.50,"3,193.93"
6/4/2020,489,131,3.20,3.45,3567,797,770,25,161,7,3260,579,4930,87.58,"3,112.35"
6/3/2020,903,113,2.30,3.74,3529,882,627,22,109,4,3303,578,4922,88.76,"3,122.87"
6/2/2020,397,103,2.13,3.18,3375,1116,504,27,82,3,3174,708,4920,87.07,"3,080.82"
6/1/2020,329,64,2.94,4.05,3330,1186,464,31,77,3,3099,753,4925,85.03,"3,055.73"
5/29/2020,231,322,2.76,3.90,3308,1225,261,46,58,4,3064,847,4927,82.88,"3,044.31"
5/28/2020,141,268,3.69,4.54,3385,1261,175,51,45,2,3144,760,4927,85.13,"3,029.73"
5/27/2020,748,111,6.19,2.84,3482,1187,420,28,77,3,3288,608,4927,86.82,"3,036.13"
5/26/2020,1292,166,4.91,2.04,3281,1474,402,35,78,2,3164,713,4970,82.18,"2,991.77"
5/22/2020,222,89,6.41,1.54,3059,1777,465,30,90,2,2814,1008,4970,73.06,"2,955.45"
5/21/2020,261,88,6.27,1.76,3057,1855,488,27,111,1,3077,1015,4970,74.04,"2,948.51"
5/20/2020,652,59,5.77,1.85,3043,1884,540,27,122,1,3096,1025,4970,73.32,"2,971.61"
5/19/2020,188,131,1.64,1.54,2904,2025,505,26,113,1,2879,1303,4970,68.81,"2,922.94"
5/18/2020,1490,72,1.24,1.52,2983,1931,441,28,109,2,3057,1060,4943,75.01,"2,953.91"
5/15/2020,323,115,0.56,1.08,2622,2257,264,54,58,3,2503,1759,4933,56.57,"2,863.70"
5/14/2020,259,128,0.79,0.88,2567,2324,331,36,74,1,2441,1895,4934,54.72,"2,852.50"
5/13/2020,92,989,0.93,0.79,2523,2316,292,48,72,2,2398,1957,4910,52.29,"2,820.00"
5/12/2020,183,594,1.44,1.47,2741,2160,277,48,72,3,2784,1437,4910,64.85,"2,870.12"
5/11/2020,387,376,1.99,1.90,2959,1979,433,30,108,6,3124,1027,4910,75.94,"2,930.32"
5/8/2020,791,74,2.30,2.52,3084,1941,379,30,80,3,3439,788,4913,82.30,"2,929.80"
5/7/2020,567,131,1.02,2.30,2838,2139,396,22,86,3,3301,1203,4912,71.67,"2,881.19"
5/6/2020,204,309,0.60,2.28,2739,2229,491,20,103,1,3239,1448,4914,63.94,"2,848.42"
5/5/2020,325,251,1.51,2.60,2882,2189,574,12,110,2,3429,1132,4914,69.68,"2,868.44"
5/4/2020,235,157,1.83,2.26,2899,2236,1027,9,231,1,3470,1048,4915,68.87,"2,842.74"
5/1/2020,90,547,2.69,2.06,2912,2244,800,12,169,4,3523,1030,4914,68.57,"2,830.71"
4/30/2020,164,442,4.61,3.07,3142,2022,1131,14,254,5,3638,770,4914,77.21,"2,912.43"
4/29/2020,1376,58,8.66,3.22,3329,1799,836,17,169,6,3694,577,4911,82.60,"2,939.51"
4/28/2020,598,145,5.85,1.81,3082,2084,524,19,106,7,3610,1028,4911,69.55,"2,863.39"
4/27/2020,1102,47,3.00,1.88,2960,2168,576,28,90,5,3530,1445,4907,59.25,"2,878.48"
4/24/2020,332,83,1.37,1.48,2623,2371,290,68,55,10,3352,1768,4907,45.03,"2,836.74"
4/23/2020,488,117,1.99,1.80,2532,2469,397,48,63,9,3329,2269,4904,33.78,"2,799.31"
4/22/2020,357,100,1.42,1.93,2468,2512,503,39,66,7,3264,2456,4904,33.78,"2,799.31"
4/21/2020,110,450,0.83,1.90,2339,2612,1087,19,165,8,3244,2764,4905,26.43,"2,736.56"
4/20/2020,229,360,1.35,2.93,2553,2523,1085,33,201,6,3354,2613,4905,30.61,"2,823.16"
4/17/2020,992,69,1.56,2.57,2763,2477,1005,34,209,6,3483,2568,4905,34.29,"2,874.56"
4/16/2020,241,381,1.67,2.14,2358,2627,1137,35,352,9,3222,2782,4906,23.52,"2,799.55"
4/15/2020,114,766,2.54,1.71,2463,2638,513,95,86,12,3344,2821,4907,21.48,"2,783.36"
4/14/2020,700,112,5.55,2.02,2895,2482,893,44,144,12,3576,2709,4907,28.15,"2,846.06"
4/13/2020,236,134,8.05,1.83,2737,2620,166,179,33,21,3556,2911,4907,19.79,"2,761.63"
4/9/2020,1165,79,4.01,1.63,2953,2523,460,93,50,15,3637,2945,4904,24.35,"2,789.82"
4/8/2020,648,36,2.72,1.53,2534,2706,79,421,13,43,3476,3235,4904,13.53,"2,749.98"
4/7/2020,555,234,1.27,1.54,1964,2894,37,860,6,109,3181,3380,4904,8.12,"2,659.41"
4/6/2020,1591,38,1.10,1.85,1885,2897,46,802,8,132,3104,3401,4903,7.87,"2,663.68"
4/3/2020,125,631,0.57,1.31,1129,3175,18,1770,3,368,2209,3556,4904,4.55,"2,488.65"
4/2/2020,372,270,0.62,1.23,1335,3125,13,1726,3,384,2569,3547,4900,4.76,"2,526.90"
4/1/2020,66,964,0.88,1.40,1222,3206,17,2013,2,464,2420,3610,4901,3.94,"2,470.50"
3/31/2020,384,395,1.94,1.30,1918,2962,21,1414,4,277,3160,3500,4899,5.22,"2,584.59"
3/30/2020,520,312,3.34,1.46,2001,2966,19,1547,5,312,3189,3491,4904,5.51,"2,626.65"
3/27/2020,128,449,2.92,1.09,1828,3117,17,1500,6,254,3005,3624,4904,3.78,"2,541.47"
3/26/2020,840,84,2.01,1.30,2284,2946,18,1302,5,203,3423,3569,4903,4.39,"2,630.07"
3/25/2020,946,210,1.99,0.79,1633,3289,12,1921,3,339,2865,3703,4903,2.96,"2,475.56"
3/24/2020,1382,87,1.00,0.60,1217,3328,17,2118,6,489,2514,3708,4904,2.50,"2,447.33"
3/23/2020,144,347,0.83,0.50,592,3548,17,2717,6,852,1235,3776,4904,1.89,"2,237.40"
3/20/2020,439,1139,0.61,0.41,642,3502,15,2759,6,850,1333,3758,4904,2.55,"2,304.92"
3/19/2020,976,168,0.92,0.39,622,3360,12,2613,6,830,1528,3704,4904,2.55,"2,409.39"
3/18/2020,87,1293,0.39,0.28,215,3450,15,2728,6,1121,464,3706,4902,2.71,"2,398.10"
3/17/2020,1178,464,0.39,0.35,346,3169,16,2300,5,615,972,3613,4904,3.47,"2,529.19"
3/16/2020,79,1452,0.30,0.24,160,3448,11,2682,5,643,223,3742,4901,1.64,"2,386.13"
3/13/2020,935,159,0.26,0.30,274,2892,14,1949,7,248,783,3569,4900,3.02,"2,711.02"
3/12/2020,42,2525,0.11,0.20,160,3288,11,2434,3,365,144,3716,4899,1.69,"2,480.64"
3/11/2020,44,1240,0.16,0.25,253,2525,19,1499,5,137,241,3468,4899,2.97,"2,741.38"
3/10/2020,565,157,0.29,0.29,320,2167,27,944,8,96,363,3205,4902,5.72,"2,882.23"
3/9/2020,24,2107,0.16,0.19,292,2370,26,1147,8,103,238,3347,4904,4.24,"2,746.56"
3/6/2020,87,697,0.41,0.23,417,1547,54,494,17,27,400,2795,4904,9.40,"2,972.37"
3/5/2020,80,884,0.53,0.26,459,1355,64,404,18,18,482,2571,4902,12.98,"3,023.94"
3/4/2020,366,52,0.45,0.33,507,1064,69,187,20,14,604,2196,4903,17.47,"3,130.12"
3/3/2020,113,397,0.29,0.30,447,1188,64,196,17,16,427,2628,4904,9.39,"3,003.37"
3/2/2020,220,70,0.22,0.34,476,1021,68,144,23,15,485,2329,4904,11.39,"3,090.23"
2/28/2020,223,497,0.14,0.31,433,1170,45,198,16,14,422,2862,4900,7.00,"2,954.22"
2/27/2020,109,1273,0.12,0.31,446,1113,43,188,17,13,401,2584,4900,9.35,"2,978.76"
2/26/2020,77,322,0.22,0.47,544,882,58,151,20,12,521,1983,4900,18.53,"3,116.39"
2/25/2020,57,928,0.32,0.56,568,769,74,103,18,11,558,1831,4900,21.14,"3,128.21"
2/24/2020,55,816,0.62,0.86,678,628,87,79,19,9,778,1349,4900,34.34,"3,225.89"
2/21/2020,127,179,1.42,1.28,822,504,97,69,22,10,1020,1023,4898,48.90,"3,337.75"
2/20/2020,200,98,1.52,1.33,868,474,105,63,22,8,1145,948,4897,52.26,"3,373.23"
2/19/2020,237,103,1.54,1.46,854,480,93,71,16,9,1116,979,4897,50.13,"3,386.15"
2/18/2020,194,107,1.46,1.51,831,496,78,87,11,8,1025,1010,4896,51.33,"3,370.29"
2/14/2020,124,135,1.39,1.47,822,502,72,102,11,10,1021,1009,4896,53.31,"3,366.15"
2/13/2020,106,124,1.15,1.24,830,497,82,87,14,9,991,991,4892,53.80,"3,373.94"
2/12/2020,198,87,1.17,1.20,833,487,96,76,14,7,998,939,4887,55.11,"3,379.45"
2/11/2020,194,104,1.38,1.09,814,505,91,90,12,7,907,994,4887,51.82,"3,357.75"
2/10/2020,169,120,1.54,1.08,812,548,101,99,20,7,859,1074,4884,49.44,"3,352.09"
2/7/2020,80,214,1.55,0.91,806,548,84,99,19,7,815,1090,5012,47.67,"3,327.71"
2/6/2020,153,154,1.32,0.89,858,516,96,84,16,4,922,974,5010,52.13,"3,345.78"
2/5/2020,334,80,1.23,0.88,883,482,84,79,19,2,916,927,5006,54.32,"3,334.69"
2/4/2020,258,77,0.84,0.73,839,546,75,110,14,5,830,1085,5006,47.34,"3,297.59"
2/3/2020,144,100,0.69,0.61,784,565,70,107,17,4,737,1173,5027,41.40,"3,248.92"
1/31/2020,70,316,0.49,0.60,780,570,63,96,14,5,706,1261,5025,38.24,"3,225.52"
1/30/2020,94,157,0.53,0.82,852,511,70,85,16,4,851,1040,5081,46.86,"3,283.66"
1/29/2020,102,145,0.57,0.93,888,494,81,63,19,3,905,966,5078,47.26,"3,273.40"
1/28/2020,136,69,0.62,1.08,920,473,73,65,16,2,931,904,5078,48.49,"3,276.24"
1/27/2020,68,267,0.54,1.05,888,485,62,80,13,2,871,975,5078,45.45,"3,243.63"
1/24/2020,67,240,0.73,1.22,969,425,80,60,11,3,1011,788,5079,52.15,"3,295.47"
1/23/2020,106,114,1.29,1.49,1070,388,90,38,12,3,1145,666,5079,60.10,"3,325.54"
1/22/2020,103,85,1.52,1.44,1072,372,95,25,21,2,1198,596,5079,61.33,"3,321.75"
1/21/2020,141,199,1.83,1.50,1091,348,110,29,27,2,1237,571,5079,64.00,"3,320.79"
1/17/2020,126,106,2.14,1.78,1149,317,113,19,31,2,1295,510,5078,69.61,"3,329.62"
1/16/2020,232,44,2.04,1.84,1192,301,116,16,30,2,1310,479,5077,71.23,"3,316.81"
1/15/2020,175,76,1.72,1.67,1125,338,101,21,25,3,1207,529,5076,65.40,"3,289.29"
1/14/2020,196,51,1.36,1.73,1106,342,102,22,28,3,1166,544,5076,62.98,"3,283.15"
1/13/2020,182,149,1.23,1.56,1113,348,94,28,21,5,1165,577,5083,62.28,"3,288.13"
1/10/2020,123,125,1.49,1.52,1106,321,85,19,26,4,1121,557,5083,58.70,"3,265.35"
1/9/2020,151,80,1.64,1.62,1148,314,88,20,28,4,1184,499,5079,61.03,"3,274.70"
1/8/2020,124,166,1.62,1.65,1125,323,99,21,29,4,1177,511,5078,61.00,"3,253.05"
1/7/2020,147,71,2.33,1.92,1135,302,91,21,34,3,1182,461,5077,60.40,"3,237.18"
1/6/2020,221,73,2.07,1.89,1164,302,117,18,31,3,1171,455,5082,64.33,"3,246.28"
1/3/2020,123,76,1.55,1.83,1148,305,97,22,30,4,1169,477,5083,63.50,"3,234.85"
1/2/2020,165,96,1.60,1.85,1178,293,115,18,30,4,1255,452,5084,65.57,"3,257.85"
12/31/2019,172,39,1.69,1.84,1160,296,136,14,35,4,1230,444,5083,66.24,"3,230.78"
12/30/2019,118,102,1.54,1.69,1137,324,112,19,36,5,1197,493,5083,63.35,"3,221.29"
12/27/2019,90,118,1.71,1.68,1145,311,107,17,34,4,1220,454,5081,65.55,"3,240.02"
12/26/2019,161,87,2.21,1.83,1177,302,134,17,41,3,1315,430,5085,66.76,"3,239.91"
12/24/2019,66,14,2.21,1.83,1172,312,138,16,36,2,1332,454,5085,67.27,"3,223.38"
12/23/2019,143,55,1.97,1.77,1133,327,147,13,40,2,1326,492,5084,66.22,"3,224.01"
12/20/2019,166,93,1.81,1.68,1104,347,146,17,26,3,1298,533,5084,65.73,"3,221.22"
