,Primary Breadth Indicators,,,,,,Secondary Breadth Indicators,,,,,,,,
9/6/2016,199,61,1.41,1.14,948,281,66,25,16,1,990,544,4901,59.80,"2,186.48"
9/2/2016,98,33,1.27,0.99,964,297,63,32,15,2,966,581,4905,57.92,"2,179.98"
9/1/2016,73,58,1.09,0.92,889,333,72,29,16,1,879,641,4905,52.28,"2,170.86"
8/31/2016,61,123,1.01,1.02,881,339,86,39,15,0,883,638,4906,54.60,"2,170.95"
8/30/2016,74,84,0.74,1.12,930,319,124,37,19,0,945,592,4904,57.92,"2,176.12"
8/29/2016,115,34,0.93,1.14,948,317,112,40,21,0,953,609,4903,59.56,"2,180.38"
8/26/2016,56,49,0.80,1.23,917,320,90,42,12,1,906,644,4903,55.94,"2,169.04"
8/25/2016,62,75,0.79,1.28,925,320,90,44,13,2,969,639,4903,60.06,"2,172.47"
8/24/2016,54,245,1.03,1.41,933,316,89,48,12,2,1034,624,4903,59.76,"2,175.44"
8/23/2016,127,43,1.76,1.55,1038,282,122,45,18,5,1314,506,4903,66.62,"2,186.90"
8/22/2016,81,62,1.41,1.40,991,292,117,44,17,5,1295,537,4905,64.43,"2,182.64"
8/19/2016,66,67,1.88,1.49,1023,295,114,50,14,9,1342,535,4905,64.56,"2,183.87"
8/18/2016,150,45,2.05,1.65,1028,283,118,45,15,6,1350,519,4903,66.43,"2,187.02"
8/17/2016,78,68,1.97,1.53,976,288,94,49,14,6,1283,549,4902,62.74,"2,182.22"
8/16/2016,93,89,1.42,1.73,995,284,116,45,15,7,1410,509,4899,63.91,"2,178.15"
8/15/2016,203,45,1.39,1.53,1049,262,120,43,14,7,1651,454,4899,69.61,"2,190.15"
8/12/2016,111,63,1.23,1.33,967,282,104,43,11,9,1714,498,4898,67.07,"2,184.05"
8/11/2016,142,54,1.41,1.35,975,288,96,40,10,8,1705,500,4897,67.85,"2,185.79"
8/10/2016,65,182,1.29,1.25,917,309,84,41,8,7,1648,562,4895,66.45,"2,175.49"
8/9/2016,132,125,2.02,1.45,1002,279,89,42,6,8,1730,489,4896,68.79,"2,181.74"
8/8/2016,143,57,1.65,1.55,1008,263,103,26,10,7,1741,451,4896,69.94,"2,180.89"
8/5/2016,238,92,1.41,1.40,1002,279,107,31,9,7,1703,451,4896,69.19,"2,182.87"
8/4/2016,172,124,1.31,1.34,908,303,118,31,11,7,1509,501,4897,63.86,"2,164.25"
8/3/2016,255,67,1.22,1.34,902,297,105,28,10,8,1484,453,4895,64.04,"2,163.01"
8/2/2016,100,210,1.06,1.24,818,342,91,26,6,8,1324,509,4898,59.90,"2,157.03"
8/1/2016,117,133,1.45,1.28,885,317,73,32,8,7,1566,442,4899,67.03,"2,170.84"
7/29/2016,172,91,1.39,1.40,906,305,101,21,9,5,1595,400,4901,71.27,"2,173.60"
7/28/2016,132,135,1.38,1.37,860,326,117,21,14,4,1585,418,4896,69.90,"2,170.06"
7/27/2016,195,109,1.51,1.48,877,313,162,,17,4,1608,405,4895,71.01,"2,166.58"
7/26/2016,166,70,1.55,1.33,853,326,206,14,25,4,1569,445,4894,74.79,"2,169.18"
7/25/2016,83,135,1.09,1.61,806,336,88,17,13,3,1464,488,4901,73.13,"2,168.48"
7/22/2016,112,48,1.43,1.93,866,328,54,21,8,2,1563,456,4908,76.70,"2,175.03"
7/21/2016,101,73,1.36,2.37,829,336,58,15,9,3,1447,476,4906,74.47,"2,165.17"
7/20/2016,171,83,1.44,2.43,862,329,52,18,11,2,1571,453,4901,78.49,"2,173.02"
7/19/2016,52,138,1.07,2.53,812,355,49,18,9,2,1405,490,4900,76.20,"2,163.78"
7/18/2016,111,40,2.58,2.08,858,318,64,17,14,2,1564,420,4900,79.73,"2,166.89"
7/15/2016,80,45,2.66,2.24,837,328,66,14,12,1,1521,447,4900,78.46,"2,161.74"
7/14/2016,82,39,4.02,2.34,832,333,72,16,10,1,1477,443,4899,77.51,"2,163.75"
7/13/2016,63,99,3.78,2.61,840,328,92,15,11,2,1467,,4899,75.83,"2,152.42"
7/12/2016,320,31,5.24,3.14,935,296,76,15,10,1,1583,406,4900,78.26,"2,152.14"
7/11/2016,142,44,1.78,1.77,835,350,61,25,12,2,1345,522,4900,68.95,"2,137.16"
7/8/2016,330,20,1.97,0.62,821,375,37,38,7,3,1211,567,4899,65.13,"2,129.90"
7/7/2016,105,60,1.46,0.61,697,446,28,61,7,3,955,745,4897,53.22,"2,097.90"
7/6/2016,120,39,1.92,0.58,709,467,32,61,8,3,956,771,4895,52.90,"2,099.73"
7/5/2016,54,260,2.16,0.54,671,485,33,66,8,3,908,819,4895,49.45,"2,088.55"
7/1/2016,184,23,1.77,0.61,758,408,47,43,7,7,1066,647,4893,59.66,"2,102.95"
6/30/2016,187,63,0.36,0.57,718,458,41,67,5,10,954,721,4889,57.19,"2,098.86"
6/29/2016,276,43,0.42,0.52,661,488,38,55,6,9,827,804,4911,46.33,"2,070.77"
6/28/2016,197,27,0.30,0.46,590,558,31,61,8,7,671,1056,4910,35.23,"2,036.09"
6/27/2016,19,332,0.23,0.38,536,655,31,89,8,8,528,1405,4909,27.35,"2,000.54"
6/24/2016,65,1599,0.30,0.43,653,486,41,39,7,7,742,837,4911,40.16,"2,037.41"
6/23/2016,291,22,1.71,0.95,856,367,53,29,7,7,1110,503,4911,69.99,"2,113.32"
6/22/2016,55,80,0.95,0.66,751,420,50,34,8,7,920,657,4906,56.69,"2,085.45"
6/21/2016,56,92,1.20,0.76,781,398,70,27,8,6,1006,637,4905,59.56,"2,088.90"
6/20/2016,91,48,1.09,0.85,803,381,79,27,10,5,1047,614,4905,60.21,"2,083.25"
6/17/2016,171,147,0.82,1.04,753,404,89,26,12,5,927,737,4905,51.51,"2,071.22"
6/16/2016,66,94,0.52,1.05,757,428,84,25,11,5,924,752,4904,49.70,"2,077.98"
6/15/2016,122,41,0.48,1.16,790,398,92,27,13,4,947,771,4904,50.69,"2,071.50"
6/14/2016,54,131,0.51,1.17,766,424,68,29,9,4,923,850,4903,48.74,"2,075.32"
6/13/2016,63,164,0.68,1.39,783,403,93,20,16,3,953,805,4900,53.20,"2,079.06"
6/10/2016,52,254,1.25,1.60,867,363,111,19,17,3,1111,700,4900,61.58,"2,096.07"
6/9/2016,68,158,1.94,2.02,999,314,108,19,19,3,1322,611,4898,71.76,"2,115.48"
6/8/2016,156,58,2.88,2.72,1065,277,125,25,16,3,1443,538,4899,75.89,"2,119.12"
6/7/2016,135,62,2.91,2.69,1026,301,154,26,22,2,1362,564,4899,73.43,"2,112.13"
6/6/2016,296,33,3.16,2.71,992,307,160,30,28,2,1318,575,4899,70.90,"2,109.41"
6/3/2016,122,89,2.26,2.51,911,330,115,33,21,2,1146,650,4900,66.60,"2,099.13"
6/2/2016,150,56,2.13,2.26,970,323,128,36,18,2,1222,644,4898,67.10,"2,105.26"
6/1/2016,129,46,2.55,1.98,951,338,85,42,14,2,1155,679,4896,65.59,"2,099.33"
5/31/2016,179,53,2.50,1.68,985,351,49,52,11,1,1074,714,4895,63.54,"2,096.96"
5/27/2016,107,60,2.33,1.73,962,368,42,61,8,4,1073,736,4895,63.28,"2,099.06"
5/26/2016,81,89,2.76,1.64,958,379,34,74,9,5,1064,762,4917,60.20,"2,090.10"
5/25/2016,234,38,2.38,1.35,1027,365,43,76,7,2,1129,739,4918,60.45,"2,090.54"
5/24/2016,234,94,1.63,1.04,1023,402,44,87,4,4,1061,831,4917,55.96,"2,076.06"
5/23/2016,128,55,1.16,0.99,903,425,44,88,8,3,870,907,4918,47.80,"2,048.04"
5/20/2016,191,39,1.34,0.91,938,455,40,116,5,4,871,936,4918,48.39,"2,052.32"
5/19/2016,71,135,1.02,0.81,869,500,37,133,7,6,724,1070,4919,42.93,"2,040.04"
5/18/2016,124,137,0.80,0.81,919,465,35,123,6,6,789,1013,4939,46.89,"2,047.63"
5/17/2016,95,158,0.68,0.74,956,453,47,119,9,8,750,997,4936,48.99,"2,047.21"
5/16/2016,218,54,0.86,0.67,1149,427,62,109,9,7,842,907,4936,57.07,"2,066.66"
5/13/2016,69,84,0.64,0.59,1221,484,55,111,6,11,748,1003,4940,52.12,"2,046.61"
5/12/2016,43,252,0.68,0.58,1305,458,63,114,7,9,838,950,4944,57.94,"2,064.11"
5/11/2016,102,223,0.83,0.65,1395,390,57,79,8,8,946,847,4943,61.01,"2,064.46"
5/10/2016,182,103,0.79,0.76,1524,351,77,54,13,6,1067,763,4943,66.78,"2,084.39"
5/9/2016,122,153,0.54,0.77,1423,363,80,47,14,6,921,839,4942,59.45,"2,058.69"
5/6/2016,140,136,0.56,0.75,1412,377,95,57,17,7,907,816,4939,61.68,"2,057.14"
5/5/2016,131,205,0.50,0.82,1403,353,101,51,17,5,882,846,4939,59.29,"2,050.63"
5/4/2016,116,276,0.51,0.89,1460,327,95,52,15,5,938,762,4939,61.92,"2,051.12"
5/3/2016,71,298,0.74,1.06,1539,287,123,28,22,5,1054,623,4942,65.31,"2,063.37"
5/2/2016,102,88,1.14,1.42,1691,240,152,18,29,4,1322,460,4941,75.11,"2,081.43"
4/29/2016,111,198,1.04,1.53,1671,232,145,22,27,6,1285,232,4941,71.07,"2,065.31"
4/28/2016,136,192,1.49,1.76,1766,206,143,17,22,4,1375,373,4942,75.79,"2,075.81"
4/27/2016,201,67,1.82,2.03,1888,191,158,12,23,3,1610,310,4942,81.39,"2,095.20"
4/26/2016,178,91,1.72,2.47,1889,189,152,14,22,3,1560,319,4938,80.65,"2,091.70"
4/25/2016,70,122,1.84,2.80,1786,197,191,13,24,4,1420,335,4938,76.33,"2,087.79"
4/22/2016,179,41,2.51,3.14,1879,179,211,10,27,4,1549,318,4937,78.54,"2,091.58"
4/21/2016,150,107,2.17,3.04,1818,204,194,12,21,4,1459,351,4940,75.17,"2,091.48"
4/20/2016,140,56,2.32,2.73,1385,206,102,14,9,2,1494,333,4939,82.28,"2,102.40"
4/19/2016,213,83,3.64,3.09,1853,212,109,13,12,2,1363,366,4936,84.19,"2,100.80"
4/18/2016,150,44,4.56,2.70,1828,219,104,15,16,4,1504,355,4931,83.55,"2,085.25"
4/15/2016,95,55,3.95,2.34,1773,223,117,12,11,0,1589,367,4931,81.93,"2,080.73"
4/14/2016,97,61,4.23,2.24,1765,233,133,6,13,1,1644,375,4925,81.97,"2,082.78"
4/13/2016,410,22,3.08,2.31,1789,239,157,10,11,0,1713,371,4925,85.27,"2,082.42"
4/12/2016,273,43,2.68,1.85,1572,303,76,18,8,2,1521,467,4925,78.93,"2,061.72"
4/11/2016,129,73,1.72,1.98,1469,353,59,23,7,3,1499,530,4926,73.82,"2,041.99"
4/8/2016,161,54,1.50,1.84,1481,395,87,25,12,1,1522,527,4926,75.05,"2,047.60"
4/7/2016,69,146,1.28,1.73,1446,442,73,25,8,1,1532,553,4926,71.76,"2,041.91"
4/6/2016,318,39,1.73,1.20,1573,436,96,23,5,1,1748,469,4925,80.01,"2,066.66"
4/5/2016,61,116,1.23,1.03,1423,522,39,52,3,6,1605,543,4926,77.50,"2,045.17"
4/4/2016,126,134,2.24,1.11,1539,513,59,41,7,5,1897,508,4926,82.32,"2,066.13"
4/1/2016,104,94,2.26,1.28,1606,523,72,30,6,5,2225,451,4926,86.19,"2,072.78"
3/31/2016,178,71,2.40,1.44,1569,538,98,33,12,4,2424,460,4930,87.38,"2,059.74"
3/30/2016,126,67,0.89,1.46,1563,573,122,32,13,5,2438,507,4960,86.90,"2,064.11"
3/29/2016,403,52,0.90,1.13,1520,584,142,31,17,4,2432,506,4976,86.69,"2,055.01"
3/28/2016,63,102,0.51,0.93,1304,641,126,34,13,6,2202,644,4976,82.30,"2,037.05"
3/24/2016,74,59,0.81,1.15,1299,630,175,35,20,5,2219,607,4977,81.86,"2,035.94"
3/23/2016,34,509,1.04,1.07,1263,637,174,32,22,5,2206,661,4990,81.62,"2,036.71"
3/22/2016,135,66,2.53,1.54,1483,538,268,25,45,4,2476,474,5022,85.79,"2,049.80"
3/21/2016,89,45,1.39,1.17,1490,560,225,32,29,5,2463,478,5022,86.06,"2,051.60"
3/18/2016,320,130,1.38,1.35,1510,562,295,33,44,6,2485,496,5022,87.13,"2,049.58"
3/17/2016,307,101,1.57,1.37,1438,578,280,35,36,6,2368,553,5022,85.92,"2,040.59"
3/16/2016,228,84,1.10,1.42,1260,618,204,41,23,7,2219,600,5020,83.47,"2,027.22"
3/15/2016,50,355,0.98,1.53,1189,651,230,29,25,5,2194,642,5019,81.25,"2,015.93"
3/14/2016,131,82,0.96,2.17,1353,562,438,17,47,3,2393,485,5017,85.06,"2,019.64"
3/11/2016,347,56,1.32,2.09,1340,582,565,15,73,3,2490,470,5018,85.67,"2,022.19"
3/10/2016,86,191,1.20,2.01,1132,675,378,16,35,3,2196,624,5020,80.34,"1,989.57"
3/9/2016,123,70,1.79,2.24,1202,668,430,14,51,5,2351,526,5020,82.60,"1,989.26"
3/8/2016,47,369,2.19,2.29,1143,702,339,18,38,5,2311,545,5021,80.63,"1,979.26"
3/7/2016,360,44,4.76,2.57,1411,582,343,18,32,5,2612,361,5021,85.87,"2,001.76"
3/4/2016,295,88,3.30,2.49,1230,696,180,37,25,6,2495,423,5021,83.32,"1,999.99"
3/3/2016,372,96,3.37,2.25,1162,736,222,39,23,5,2425,491,5025,81.02,"1,993.49"
3/2/2016,333,46,2.89,1.98,1049,813,207,43,21,6,2291,526,5023,75.68,"1,986.45"
3/1/2016,352,86,2.42,2.21,893,880,93,72,12,6,2119,674,5022,70.83,"1,978.35"
2/29/2016,181,149,1.39,2.36,751,967,69,81,8,6,1792,811,5022,60.74,"1,932.23"
2/26/2016,302,80,1.83,2.70,720,968,128,64,18,4,1812,854,5022,59.27,"1,948.05"
2/25/2016,174,103,1.42,2.01,613,1053,97,87,14,7,1660,1031,5022,54.42,"1,951.70"
2/24/2016,189,78,1.32,1.88,567,1086,68,91,9,4,1509,1223,5078,47.93,"1,929.80"
2/23/2016,84,258,2.05,1.55,486,1145,94,92,15,5,1353,1418,5077,43.56,"1,921.27"
2/22/2016,306,57,3.84,1.22,599,1076,84,95,10,3,1574,1340,5075,47.85,"1,945.50"
2/19/2016,123,123,3.83,0.87,480,1158,109,82,12,2,1295,1598,5075,39.80,"1,917.34"
2/18/2016,143,125,2.55,0.96,488,1163,134,89,18,3,1295,1675,5075,39.85,"1,917.83"
2/17/2016,595,47,2.38,1.01,511,1157,136,70,21,2,1381,1720,5075,39.94,"1,926.82"
2/16/2016,509,85,1.23,0.68,357,1299,63,124,7,3,968,1899,5084,31.00,"1,895.58"
2/12/2016,325,62,0.48,0.54,274,1454,42,218,4,9,636,2148,5085,23.01,"1,864.78"
2/11/2016,155,357,0.23,0.69,225,1603,36,212,4,9,463,2355,5085,17.10,1829..08
2/10/2016,112,162,0.36,0.74,232,1569,33,296,2,14,499,2262,5117,20.31,"1,851.86"
2/9/2016,65,284,0.45,0.71,241,1590,28,301,2,11,516,2259,5118,20.79,"1,852.21"
2/8/2016,79,675,0.41,0.89,275,1548,26,309,3,14,610,2191,5119,22.21,"1,853.44"
2/5/2016,59,563,0.60,1.06,347,1435,27,251,2,8,726,2018,5119,26.84,"1,880.05"
2/4/2016,322,102,1.82,1.64,400,1279,29,254,0,5,916,1815,5119,31.51,"1,915.45"
2/3/2016,280,147,1.46,1.57,356,1337,15,362,0,17,775,1894,5122,28.84,"1,912.53"
2/2/2016,51,436,1.12,1.44,315,1376,12,395,0,19,673,1947,5122,23.93,"1,903.03"
2/1/2016,94,93,2.21,1.45,379,1229,11,342,0,13,884,1701,5122,29.43,"1,939.40"
1/29/2016,775,57,1.79,1.21,407,1212,12,327,0,15,915,1702,5122,29.43,"1,940.24"
1/28/2016,192,220,1.45,0.96,302,1427,6,472,0,18,609,2092,5124,18.14,"1,893.36"
1/27/2016,102,274,1.73,0.74,271,1436,7,400,1,14,524,2164,5123,14.90,"1,882.95"
1/26/2016,381,56,1.93,0.75,294,1358,8,393,1,18,618,2091,5123,15.81,"1,903.63"
1/25/2016,67,241,0.96,0.53,227,1494,5,479,1,18,413,2426,5123,11.24,"1,877.08"
1/22/2016,463,39,0.81,0.53,298,1334,12,280,3,11,575,2220,5124,14.05,"1,906.90"
1/21/2016,163,69,0.65,0.32,205,1508,10,321,1,13,322,2552,5125,8.29,"1,868.99"
1/20/2016,259,286,0.39,0.26,170,1556,9,335,2,14,205,2630,5125,7.48,"1,859.33"
1/19/2016,73,435,0.32,0.23,156,1564,10,368,2,16,160,2650,5124,9.29,"1,881.33"
1/15/2016,46,413,0.30,0.24,181,1454,13,298,5,14,194,2605,5124,8.52,"1,880.33"
1/14/2016,319,114,0.34,0.25,218,1314,14,187,6,8,243,2366,5126,11.47,"1,921.84"
1/13/2016,39,661,0.14,0.17,192,1409,13,206,4,8,163,2575,5130,9.51,"1,890.28"
1/12/2016,128,261,0.16,0.19,261,1284,16,140,6,10,273,2317,5478,14.16,"1,938.68"
1/11/2016,59,508,0.15,0.16,259,1291,15,190,4,11,289,2382,5478,14.55,"1,923.67"
1/8/2016,61,264,0.18,0.18,319,1198,18,137,6,10,366,2309,5481,14.85,"1,922.03"
1/7/2016,65,829,0.17,0.17,343,1091,21,112,6,9,403,2093,5485,17.06,"1,943.09"
1/6/2016,64,533,0.24,0.24,440,917,38,62,8,5,588,1608,5486,23.79,"1,990.26"
1/5/2016,84,131,0.35,0.35,545,798,34,66,10,6,730,1255,5486,27.26,"2,016.71"
1/4/2016,104,401,0.26,0.26,609,774,31,70,8,7,754,1254,5484,24.10,"2,012.66"
